indus,chas,nox,rm,age,tax,ptratio,lstat,log_crime,log_dis,log_rad,log_medv,box_zn,log_b
8.56,0,0.52,6.405,85.4,384,20.9,10.63,-1.4750818599350217,0.9986814500430602,1.6094379124341003,2.363680192353857,0.0,5.790265934544338
8.56,0,0.52,6.137,87.4,384,20.9,13.44,-1.5530103211354571,0.9986814500430602,1.6094379124341003,2.5982353350950036,0.0,1.232560261177834
8.56,0,0.52,6.167,90.0,384,20.9,12.33,-1.968974088653865,0.8841806779559214,1.6094379124341003,2.512035317176253,0.0,1.6505798557652716
8.56,0,0.52,5.851,96.7,384,20.9,16.47,-2.0202673830414155,0.7452176728509474,1.6094379124341003,2.8015405441895487,0.0,1.348073148299684
8.56,0,0.52,5.836,91.9,384,20.9,18.66,-1.7649228152744953,0.7934449018753091,1.6094379124341003,2.926382195419198,0.0,0.8020015854720101
8.56,0,0.52,6.127,85.2,384,20.9,14.09,-2.0312610871550825,0.7525475238413928,1.6094379124341003,2.645465325910589,0.0,2.323367632176572
8.56,0,0.52,6.474,97.1,384,20.9,12.27,-2.0555687772682796,0.8890839614359387,1.6094379124341003,2.50715725872282,0.0,0.9783261227935958
8.56,0,0.52,6.229,91.2,384,20.9,15.55,-1.3332086740283013,0.9341699419613918,1.6094379124341003,2.744060638625243,0.0,1.8976198599275262
8.56,0,0.52,6.195,54.4,384,20.9,13.0,-2.2262724101448823,1.0216592474999815,1.6094379124341003,2.5649493574615367,0.0,1.4838746894587473
10.01,0,0.547,6.715,81.6,432,17.8,10.16,-2.294220176662418,0.9848835233397668,1.791759469228055,2.318458442150336,0.0,0.8372475245337031
10.01,0,0.547,5.913,92.9,432,17.8,16.21,-2.0932159751016757,0.8558610910476916,1.791759469228055,2.785628335747585,0.0,1.0818051703517246
10.01,0,0.547,6.092,95.4,432,17.8,17.09,-1.5045375026087306,0.935308737709917,1.791759469228055,2.8384934971274993,0.0,0.0
10.01,0,0.547,6.254,84.2,432,17.8,10.45,-1.9497475022865685,0.8138149402849189,1.791759469228055,2.34660197841082,0.0,2.2148461786860354
10.01,0,0.547,5.928,88.2,432,17.8,15.76,-1.764105392446239,0.9014207192074265,1.791759469228055,2.757475084429733,0.0,3.9701032165046697
10.01,0,0.547,6.176,72.5,432,17.8,12.04,-2.028140247324285,1.0043382385626352,1.791759469228055,2.488234439880675,0.0,1.5260563034950418
10.01,0,0.547,6.021,82.6,432,17.8,10.3,-1.8906079012706583,1.0106550099089677,1.791759469228055,2.33214389523559,0.0,1.2208299213923548
10.01,0,0.547,5.872,73.1,432,17.8,15.37,-2.0357692132236496,0.907249987222006,1.791759469228055,2.7324175575505043,0.0,4.082103275799747
10.01,0,0.547,5.731,65.2,432,17.8,13.61,-1.9326780802865953,1.0149407826404941,1.791759469228055,2.6108048166633746,0.0,1.8562979903656227
25.65,0,0.581,5.87,69.7,188,19.1,14.37,-2.67379371242412,0.8143465959617898,0.6931471805599453,2.6651427000909336,0.0,2.169053700369523
25.65,0,0.581,6.004,84.1,188,19.1,14.27,-2.635962124707956,0.7872748432846436,0.6931471805599453,2.658159431488745,0.0,3.007166651179652
25.65,0,0.581,5.961,92.9,188,19.1,17.93,-2.3752633184920313,0.7356797112786478,0.6931471805599453,2.8864752876170416,0.0,2.98618686071046
25.65,0,0.581,5.856,97.0,188,19.1,25.41,-1.8945898550322562,0.6649534461891633,0.6931471805599453,3.2351427973320726,0.0,3.3174533882291937
25.65,0,0.581,5.879,95.8,188,19.1,17.58,-2.317800258800526,0.6962922297040182,0.6931471805599453,2.866761892257031,0.0,2.918851229218032
25.65,0,0.581,5.986,88.4,188,19.1,14.81,-1.7777382278658007,0.6895908643571681,0.6931471805599453,2.6953026282797072,0.0,2.555675720676207
25.65,0,0.581,5.613,95.6,188,19.1,27.26,-0.9484266019042255,0.5637216331194875,0.6931471805599453,3.3054204262683866,0.0,3.653511310276144
21.89,0,0.624,5.693,96.0,437,21.2,17.19,-1.3503482343464215,0.5812654479118535,1.3862943611198906,2.844327819394758,0.0,1.7561322915848976
21.89,0,0.624,6.431,98.8,437,21.2,15.39,-1.1226078942243305,0.5947071077466928,1.3862943611198906,2.733717947850788,0.0,0.0
21.89,0,0.624,5.637,94.7,437,21.2,18.34,-0.12641392485565867,0.6830463383805158,1.3862943611198906,2.9090844668283187,0.0,0.0
21.89,0,0.624,6.458,98.9,437,21.2,12.6,-1.0786332063527975,0.7507082910844769,1.3862943611198906,2.533696813957432,0.0,1.0508216248317461
21.89,0,0.624,6.326,97.7,437,21.2,12.26,0.17642084847298606,0.8202202631234213,1.3862943611198906,2.506341930508065,0.0,0.0
21.89,0,0.624,6.372,97.9,437,21.2,11.12,-0.5275479999103794,0.8447517646918394,1.3862943611198906,2.4087452888224363,0.0,2.496505785631351
21.89,0,0.624,5.822,95.4,437,21.2,15.03,-1.109208227881513,0.9041776639903529,1.3862943611198906,2.710048203764883,0.0,2.2202898502672133
21.89,0,0.624,5.757,98.4,437,21.2,17.31,-0.024118527408807797,0.8527117502312838,1.3862943611198906,2.851284369188118,0.0,4.906311278124028
21.89,0,0.624,6.335,98.2,437,21.2,16.96,-0.5837906595767728,0.747019646024435,1.3862943611198906,2.830857630363757,0.0,1.1724821372345533
21.89,0,0.624,5.942,93.5,437,21.2,16.9,-1.1312181284170244,0.6764586992737099,1.3862943611198906,2.8273136219290276,0.0,2.978077338315269
21.89,0,0.624,6.454,98.4,437,21.2,14.59,-1.0431870425627,0.6150775251380227,1.3862943611198906,2.6803363625346943,0.0,1.340250422618482
21.89,0,0.624,5.857,98.2,437,21.2,21.32,-1.3870946812906597,0.5119849514858371,1.3862943611198906,3.0596455992976437,0.0,1.768149603588914
21.89,0,0.624,6.151,97.9,437,21.2,18.46,-0.6078506063378647,0.5120448801707201,1.3862943611198906,2.9156062290747062,0.0,0.0
21.89,0,0.624,6.174,93.6,437,21.2,24.16,-1.2347757134809811,0.4774136074207485,1.3862943611198906,3.184698373066614,0.0,2.284421122366374
21.89,0,0.624,5.019,100.0,437,21.2,34.41,0.4877453107218927,0.36422636009156684,1.3862943611198906,3.538347219809389,0.0,0.0
19.58,1,0.871,5.403,100.0,403,14.7,26.82,1.200280997987386,0.27884312378457665,1.6094379124341003,3.2891478778535324,0.0,0.0
19.58,0,0.871,5.468,100.0,403,14.7,26.42,1.4103526262129615,0.3448654859792347,1.6094379124341003,3.2741212990941793,0.0,0.0
19.58,0,0.871,4.903,97.8,403,14.7,29.29,1.0223573981489371,0.297062934257533,1.6094379124341003,3.377246160839642,0.0,0.0
19.58,0,0.871,6.13,100.0,403,14.7,27.8,0.8668231383012291,0.3500228678583548,1.6094379124341003,3.3250360206965914,0.0,5.416055956772292
19.58,0,0.871,5.628,100.0,403,14.7,16.65,0.7678139251427007,0.41647098728469806,1.6094379124341003,2.8124102164264526,0.0,5.432104976346135
19.58,0,0.871,4.926,95.7,403,14.7,29.53,0.8623075070760768,0.37898423085856703,1.6094379124341003,3.3854066957558313,0.0,1.8229350866965044
19.58,0,0.871,5.186,93.8,403,14.7,28.32,0.8462930700401279,0.42500626331499985,1.6094379124341003,3.343568268825519,0.0,3.7113745319413063
19.58,0,0.871,5.597,94.9,403,14.7,21.45,1.0057547653081238,0.42245332113701944,1.6094379124341003,3.065724645374026,0.0,3.8297277627013147
19.58,0,0.871,6.122,97.3,403,14.7,14.1,0.5047673091820267,0.48119081863630003,1.6094379124341003,2.6461747973841225,0.0,3.2228678461377367
19.58,0,0.871,5.404,100.0,403,14.7,13.28,0.4030087604214572,0.46473979957063644,1.6094379124341003,2.5862591440482876,0.0,4.030694535145644
19.58,1,0.871,5.012,88.0,403,14.7,12.12,0.11918649479116296,0.4763583948837434,1.6094379124341003,2.4948569806411682,0.0,4.000400116045559
19.58,0,0.871,5.709,98.5,403,14.7,15.79,0.7650863740410299,0.4843995095294679,1.6094379124341003,2.7593768282675506,0.0,4.9122871710784795
19.58,1,0.871,6.129,96.0,403,14.7,15.12,0.3463164798105087,0.5592728720036175,1.6094379124341003,2.716018370751387,0.0,4.342245764662037
19.58,1,0.871,6.152,82.6,403,14.7,15.02,1.262716128198849,0.5570410475629537,1.6094379124341003,2.7093826463359885,0.0,5.736217395799363
19.58,0,0.871,5.272,94.0,403,14.7,16.14,0.8947320035347462,0.5518140044433014,1.6094379124341003,2.7813006628418027,0.0,5.734214681776403
19.58,0,0.605,6.943,97.4,403,14.7,4.59,0.2017809879501736,0.6298345743481794,1.6094379124341003,1.5238800240724537,0.0,3.540089380528773
19.58,0,0.605,6.066,100.0,403,14.7,6.43,0.2947867741817126,0.5637785402186635,1.6094379124341003,1.860974538249528,0.0,3.7844168808229997
19.58,0,0.871,6.51,100.0,403,14.7,7.39,0.3541858487098422,0.5686604754369415,1.6094379124341003,2.0001277349601105,0.0,3.5142284036242004
19.58,1,0.605,6.25,92.6,403,14.7,5.5,0.24173760544271178,0.5868973807172349,1.6094379124341003,1.7047480922384253,0.0,4.077198403387129
19.58,0,0.605,7.489,90.8,403,14.7,1.73,0.3807351614875533,0.6784902912163117,1.6094379124341003,0.5481214085096876,0.0,3.155723009862931
19.58,1,0.605,7.802,98.2,403,14.7,1.92,0.6063739570277114,0.7132928862529031,1.6094379124341003,0.6523251860396901,0.0,2.1150499691471993
19.58,1,0.605,8.375,93.9,403,14.7,3.32,0.4180653900839028,0.7710337192170165,1.6094379124341003,1.199964782928397,0.0,2.2460147415056504
19.58,0,0.605,5.854,91.8,403,14.7,11.64,0.8075288826786605,0.8845936451309006,1.6094379124341003,2.454447442303292,0.0,1.0260415958332612
19.58,0,0.605,6.101,93.0,403,14.7,9.81,1.072952541887532,0.8256655602600897,1.6094379124341003,2.2834022735772717,0.0,5.060948107969844
19.58,0,0.605,7.929,96.2,403,14.7,3.7,0.6982292449667389,0.7158377904796438,1.6094379124341003,1.308332819650179,0.0,3.3534067178258056
19.58,0,0.605,5.877,79.2,403,14.7,12.14,0.5879422083601638,0.8862025895568697,1.6094379124341003,2.4965057856313524,0.0,5.137502866038513
19.58,0,0.605,6.319,96.1,403,14.7,11.1,0.833083020857462,0.7419373447293773,1.6094379124341003,2.4069451083182885,0.0,4.61323755706585
19.58,0,0.605,6.402,95.2,403,14.7,11.32,0.8958961694189218,0.8164703965919442,1.6094379124341003,2.4265710727750367,0.0,4.217446759356084
19.58,0,0.605,5.875,94.6,403,14.7,14.43,0.18848585176179927,0.8862025895568697,1.6094379124341003,2.6693093727857793,0.0,4.659753063758383
19.58,0,0.605,5.88,97.3,403,14.7,12.03,0.838934412625926,0.870749284903777,1.6094379124341003,2.4874035299865875,0.0,3.9074123928704623
4.05,0,0.51,5.572,88.5,296,16.6,14.69,-1.9722746584866417,0.9540103189011692,1.6094379124341003,2.6871669901857858,0.0,0.0
4.05,0,0.51,6.416,84.1,296,16.6,9.04,-2.3883608700154495,0.9731624379506939,1.6094379124341003,2.201659174404085,0.0,0.8754687373538904
4.05,0,0.51,5.859,68.7,296,16.6,9.64,-2.4713588372427315,0.9939552292306324,1.6094379124341003,2.265921108622454,0.0,1.5411590716807972
4.05,0,0.51,6.546,33.1,296,16.6,5.33,-2.70845028112355,1.1417675589820373,1.6094379124341003,1.673351238177753,0.0,1.9373017745187129
4.05,0,0.51,6.02,47.2,296,16.6,10.11,-2.656122108241851,1.2683269334643472,1.6094379124341003,2.3135250330323798,0.0,1.5411590716807972
4.05,0,0.51,6.315,73.4,296,16.6,6.29,-2.9141522865615683,1.1992114872242254,1.6094379124341003,1.8389610707123492,0.0,0.8329091229350842
4.05,0,0.51,6.86,74.4,296,16.6,6.92,-2.7117570630335366,1.0699727304589448,1.6094379124341003,1.9344157696295783,0.0,1.8916048041977704
2.46,0,0.488,6.98,58.4,193,17.8,5.04,-2.8507665033038054,1.0399232923194301,1.0986122886681098,1.6174060820832772,0.0,0.0
2.46,0,0.488,7.765,83.3,193,17.8,7.56,-2.719920373672698,1.0083228173206489,1.0986122886681098,2.0228711901914416,0.0,0.8501509293695994
